species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
cinerascens,111,12,50.8584327697754,13954.75
cinerascens,111,12,50.3885536193848,14095.6669921875
cinerascens,112,11,51,14168.25
cinerascens,110,16,49,12896.25
cinerascens,116,20,50.5361442565918,13413.9169921875
cinerascens,125,13,50.3915672302246,15034.4169921875
cinerascens,137,13,50,15130
cinerascens,126,48,55,15506.5830078125
cinerascens,114,39,54.5873489379883,14441.5
cinerascens,129,18,51,15096.6669921875
cinerascens,125,28,53.5933723449707,14782.5830078125
cinerascens,77,12,51,14137.1669921875
cinerascens,103,28,50.8734931945801,13827.75
cinerascens,67,35,50,13994.6669921875
cinerascens,87,29,50,13453.5830078125
cinerascens,69,34,49.421688079834,13663.75
cinerascens,123,20,48.6084327697754,13381.0830078125
cinerascens,83,44,50.5632514953613,13476.5830078125
cinerascens,84,42,50,13284.9169921875
cinerascens,108,28,51,13725.0830078125
cinerascens,90,46,49.7439765930176,14362.1669921875
cinerascens,102,59,53.8373489379883,14235.5830078125
cinerascens,114,65,52.3915672302246,15268.8330078125
cinerascens,121,24,51.5391578674316,14860.9169921875
cinerascens,130,25,52.5993957519531,14815.9169921875
cinerascens,92,29,49.7861442565918,13151.3330078125
cinerascens,102,23,48.25,13271.25
cinerascens,120,68,49.3795166015625,14709
cinerascens,120,13,50.2439765930176,13711
cinerascens,118,15,51,13361.5830078125
cinerascens,118,11,50.2198791503906,14136.1669921875
cinerascens,121,12,49.2439765930176,13804.75
cinerascens,109,14,50.716869354248,13542.5830078125
cinerascens,99,20,50.9246978759766,13703.0830078125
cinerascens,82,35,50.3042182922363,13180.4169921875
cinerascens,124,16,51,13386.6669921875
cinerascens,97,30,50.5753021240234,13719.25
cinerascens,82,43,50,13217
cinerascens,126,74,50.4427719116211,14714.8330078125
cinerascens,75,38,NA,14011.6669921875
cinerascens,113,20,51,14114.9169921875
cinerascens,81,43,50.4427719116211,13368.8330078125
cinerascens,102,30,51.0421676635742,13887
cinerascens,111,31,52,13628.0830078125
cinerascens,107,11,51.9427719116211,14469.75
cinerascens,128,10,51.225902557373,15322.6669921875
cinerascens,92,12,51.8945770263672,13713.3330078125
cinerascens,114,27,50,13967.5
cinerascens,116,31,49.569278717041,14074.25
cinerascens,96,30,50.4066276550293,13469.0830078125
cinerascens,121,14,51,13530.1669921875
cinerascens,84,44,50.4427719116211,13492.8330078125
cinerascens,102,29,51.4126510620117,13380.3330078125
cinerascens,128,24,53,16059.8330078125
cinerascens,97,31,50.4186744689941,13717.75
cinerascens,100,30,50.5993957519531,13520.5830078125
cinerascens,111,27,50.5873489379883,13874
cinerascens,100,26,50,13569.8330078125
cinerascens,102,28,48.8493957519531,13522.1669921875
cinerascens,110,26,50.6174697875977,13728.3330078125
cinerascens,74,41,50,13291.1669921875
cinerascens,83,44,49.4487953186035,13487
cinerascens,99,30,49.5632514953613,13752.5
cinerascens,119,32,53.5753021240234,14604.5
cinerascens,116,25,50.9337348937988,14079.6669921875
cinerascens,120,38,52.1867485046387,14534.8330078125
cinerascens,92,46,52,13097.8330078125
cinerascens,93,46,52.4608421325684,13181.25
cinerascens,98,11,50.9548187255859,14331.75
cinerascens,76,10,49.1536140441895,13872
cinerascens,100,30,50.4186744689941,13648.75
cinerascens,110,64,52.6204833984375,14667
cinerascens,102,19,50,13401.1669921875
cinerascens,96,16,50.078311920166,13711.25
cinerascens,90,31,49.7801208496094,13631.5830078125
cinerascens,75,39,49,12980.5830078125
cinerascens,109,28,51,13835.1669921875
cinerascens,121,38,54.725902557373,15170.5
cinerascens,130,22,55.569278717041,14805.8330078125
cinerascens,110,61,54,14440
cinerascens,89,26,49.9367485046387,13756.5
cinerascens,94,30,50.2018089294434,13387.6669921875
cinerascens,117,12,49.1957817077637,14222.75
cinerascens,121,11,50.225902557373,14197.3330078125
cinerascens,120,23,49.6777114868164,13360.8330078125
cinerascens,94,23,50,13484.5830078125
cinerascens,97,22,49.2349395751953,13333.5
cinerascens,109,19,48.533130645752,13271.3330078125
cinerascens,99,22,49,13506.3330078125
cinerascens,114,19,50.2439765930176,13218
cinerascens,82,30,50,13466.3330078125
cinerascens,97,20,50.1626510620117,14331.0830078125
cinerascens,132,18,51,15132.75
cinerascens,114,12,51,14436.9169921875
cinerascens,113,11,51,14147.9169921875
cinerascens,82,13,53.8825302124023,14208.1669921875
cinerascens,111,24,49.1566276550293,14152.8330078125
cinerascens,70,22,50.0180740356445,14004.4169921875
cinerascens,104,20,51.2078323364258,13141.5
cinerascens,108,29,50.6897583007812,13707.75
cinerascens,89,39,50.4789161682129,13045.8330078125
cinerascens,115,17,51,14768.1669921875
cinerascens,104,14,50.9969863891602,14919.6669921875
cinerascens,129,85,55.3463859558105,16107.75
cinerascens,122,79,50.1174697875977,14734.8330078125
cinerascens,122,82,52.1054229736328,14921.4169921875
cinerascens,108,73,50.0391578674316,14424
cinerascens,117,71,49.828311920166,14339
cinerascens,130,87,53.1837348937988,15542.6669921875
cinerascens,92,45,48.5813255310059,13349.5830078125
cinerascens,71,11,49.1536140441895,14185.1669921875
cinerascens,103,28,52.4006042480469,13489
cinerascens,113,26,56,15272.3330078125
cinerascens,95,9,52.1596374511719,14193.0830078125
cinerascens,130,70,52,14735.6669921875
cinerascens,123,15,50.4518089294434,14366.1669921875
cinerascens,115,21,49.4367485046387,14191.0830078125
cinerascens,85,48,50.8403625488281,15394.5
cinerascens,96,23,51,13050
cinerascens,83,36,50.5361442565918,14803.0830078125
cinerascens,75,11,50.8584327697754,14032.6669921875
cinerascens,97,11,53,14600.8330078125
cinerascens,84,47,50,15488
cinerascens,121,72,52.2590370178223,15073.75
cinerascens,126,41,NA,15984.9169921875
cinerascens,73,42,47.8704833984375,13654
cinerascens,122,69,53,15240.75
cinerascens,112,69,50.3674697875977,14388.25
cinerascens,113,68,49,14752.1669921875
cinerascens,85,33,49,13136.1669921875
cinerascens,126,71,50.1415672302246,14412.75
cinerascens,112,64,53,15213.0830078125
cinerascens,75,38,50,13209.4169921875
cinerascens,94,12,53,14568.8330078125
cinerascens,123,74,50,14678.8330078125
cinerascens,82,34,50.725902557373,13118
cinerascens,114,34,53,13623.9169921875
cinerascens,120,62,52.7861442565918,15013.6669921875
cinerascens,115,70,49.7981910705566,14390.75
cinerascens,120,24,50.5030136108398,14606.75
cinerascens,110,67,50.6204833984375,14172.1669921875
cinerascens,74,43,51,13106.8330078125
cinerascens,93,8,52.2078323364258,14238.5
cinerascens,120,11,51.225902557373,14238.75
cinerascens,103,51,52.3463859558105,14245.5
cinerascens,95,57,54.3222885131836,13871.4169921875
cinerascens,125,33,56.3042182922363,15230.8330078125
cinerascens,95,10,54,14419
cinerascens,119,72,53.9367485046387,14765.8330078125
cinerascens,126,74,50.8825302124023,14548.5
cinerascens,111,13,50,13839.5830078125
cinerascens,83,44,50,13445.5830078125
cinerascens,91,26,49.7801208496094,13035.6669921875
cinerascens,95,10,52.1536140441895,14277.8330078125
cinerascens,97,9,54.8403625488281,14178.75
cinerascens,84,39,52.4397583007812,14352.5
cinerascens,107,15,50.0813255310059,13761.25
cinerascens,85,14,52.7771072387695,14179.9169921875
cinerascens,66,18,49.9578323364258,14508.5830078125
cinerascens,122,70,53.9246978759766,14594.75
cinerascens,117,26,50.5451812744141,14177.9169921875
cinerascens,72,32,51,13507.3330078125
cinerascens,100,55,52.6927719116211,13859.0830078125
cinerascens,127,19,52,15950.4169921875
cinerascens,89,41,50.9819259643555,13217.8330078125
cinerascens,112,12,49.4608421325684,13961.9169921875
cinerascens,105,11,50.9457817077637,14486.1669921875
cinerascens,95,12,52.1114463806152,14426.9169921875
cinerascens,117,42,53.6054229736328,14492.6669921875
cinerascens,87,10,50.1234931945801,13847
cinerascens,102,24,51,13399.5830078125
cinerascens,92,25,50,13156
cinerascens,121,37,55,15353.3330078125
cinerascens,101,30,50.5451812744141,13844.6669921875
cinerascens,125,21,53.4246978759766,15319.8330078125
cinerascens,115,25,56.3644561767578,15440.0830078125
cinerascens,92,41,52.6415672302246,13692.6669921875
cinerascens,131,22,NA,15664.8330078125
cinerascens,136,25,53.6174697875977,15439.25
cinerascens,123,17,52.3403625488281,14763.9169921875
cinerascens,119,24,56.9066276550293,15541.8330078125
cinerascens,136,13,56.1204833984375,15244.5830078125
cinerascens,114,26,57.6234931945801,15414.25
cinerascens,124,21,51,13242.4169921875
cinerascens,110,56,52.6897583007812,14444.3330078125
cinerascens,74,42,51,14021.5
cinerascens,79,43,50.1265068054199,13240.25
cinerascens,127,27,56.283130645752,15177
cinerascens,93,27,49,13281.6669921875
cinerascens,94,28,51,13241
cinerascens,109,11,51,14468.25
cinerascens,92,29,NA,13516.9169921875
cinerascens,73,33,51,13607.0830078125
cinerascens,71,34,50.9006042480469,13627.0830078125
cinerascens,78,31,49.8704833984375,13520
cinerascens,69,34,50.0753021240234,13587.5830078125
cinerascens,135,14,53,15374.1669921875
cinerascens,121,12,50.5602416992188,14603.6669921875
cinerascens,126,17,51,15026.5830078125
cinerascens,118,72,54,14687.6669921875
cinerascens,118,68,51.1837348937988,14768.1669921875
cinerascens,120,75,51.9126510620117,14573.25
cinerascens,118,34,53.1506042480469,14346.75
cinerascens,84,9,52.1897583007812,14348.5
cinerascens,126,72,50.8584327697754,14454.0830078125
cinerascens,98,59,53.7018089294434,13944.9169921875
cinerascens,88,35,51.5271072387695,13102.5830078125
cinerascens,121,61,54.2138557434082,14925.8330078125
cinerascens,116,16,51,14856.9169921875
cinerascens,106,11,50.9487953186035,14303.0830078125
cinerascens,110,12,51.9006042480469,14367.4169921875
cinerascens,110,11,50.8012046813965,14279.4169921875
cinerascens,125,9,52,15268.4169921875
cinerascens,116,14,51.8463859558105,14777.0830078125
cinerascens,107,21,51.897590637207,14078
cinerascens,110,24,52.9608421325684,14078.75
cinerascens,103,24,49.9608421325684,13938.5830078125
cinerascens,112,25,50.9728927612305,14079.1669921875
cinerascens,94,20,50.0451812744141,13681.4169921875
cinerascens,103,26,49,14094
cinerascens,71,28,51,13808.0830078125
cinerascens,72,30,51,13710.3330078125
cinerascens,108,12,49.9006042480469,13932.9169921875
cinerascens,102,12,50.9909629821777,14325.4169921875
cinerascens,107,11,51,14503.3330078125
cinerascens,106,17,48.2349395751953,13307.6669921875
cinerascens,107,16,48.8825302124023,13357.9169921875
cinerascens,122,16,52.3102416992188,14066.6669921875
cinerascens,126,72,51,14468.5
cinerascens,129,76,50.3253021240234,14660.9169921875
cinerascens,79,36,49,13023.3330078125
cinerascens,78,39,51,13172.8330078125
cinerascens,94,29,49.3795166015625,13201
cinerascens,125,72,53,14757.25
cinerascens,97,10,51.8373489379883,14415.3330078125
cinerascens,96,11,52.1234931945801,14489.4169921875
cinerascens,97,11,53.0813255310059,14410.5830078125
cinerascens,95,12,52.1355438232422,14490.3330078125
cinerascens,96,12,50,14292.1669921875
cinerascens,81,45,50,13481.6669921875
cinerascens,121,14,54,16077.5830078125
cinerascens,117,22,53.5512046813965,14208.0830078125
cinerascens,83,12,50.8825302124023,13953.75
cinerascens,106,10,51,15111.4169921875
cinerascens,121,19,52.4006042480469,16155.8330078125
cinerascens,120,20,53.4728927612305,16075.75
cinerascens,123,15,52,15941.1669921875
cinerascens,115,25,53,16027.3330078125
cinerascens,118,34,56.8222885131836,16357.3330078125
cinerascens,110,28,54.4728927612305,16571.083984375
cinerascens,126,23,53,16160
cinerascens,116,23,52.75,16338.5
cinerascens,120,23,52.5933723449707,16026.8330078125
cinerascens,105,34,59.897590637207,16899.416015625
cinerascens,109,23,53.6295166015625,16587.083984375
cinerascens,112,24,57.9969863891602,16694.666015625
cinerascens,133,15,51.7018089294434,15587.5830078125
cinerascens,126,15,51.2349395751953,15680.8330078125
cinerascens,132,12,52,15592.3330078125
cipoensis,116,82,55.3102416992188,15178.6669921875
cipoensis,117,82,54.6777114868164,14502.5830078125
cipoensis,119,86,54,15868.5830078125
cipoensis,119,87,55,15877.9169921875
cipoensis,121,87,54,15897.6669921875
cipoensis,120,88,54,15786.0830078125
cipoensis,124,86,54.3343391418457,14662.9169921875
cipoensis,116,83,55.3644561767578,15403.25
corallina,98,61,51.8644561767578,14067.0830078125
corallina,105,85,58.8855438232422,15630
corallina,114,87,56.4246978759766,15489.9169921875
corallina,112,80,52.4427719116211,14332.3330078125
corallina,106,86,58.533130645752,15246.5830078125
corallina,116,86,54,14465.3330078125
corallina,117,82,52,14999.75
corallina,108,73,50.0391578674316,14424
corallina,112,79,52,14778.25
corallina,124,80,50.0301208496094,14659.9169921875
corallina,126,72,49.283130645752,14554.75
corallina,105,77,51.0150604248047,14142.25
corallina,112,59,51,15158.9169921875
corallina,100,75,50.9548187255859,14067.6669921875
corallina,120,73,51.6686744689941,14559.5830078125
corallina,115,83,52,14475.9169921875
corallina,114,48,70,16775.666015625
corallina,124,86,52.1957817077637,15542.25
corallina,126,78,51,14726.75
corallina,109,74,50.8373489379883,14379.8330078125
corallina,125,87,53.9066276550293,14718.1669921875
corallina,122,85,54.3222885131836,16126.5
corallina,112,87,53.4427719116211,15365.25
corallina,120,65,57,15120
corallina,114,81,51.1355438232422,15019.25
corallina,113,79,NA,14626.3330078125
corallina,115,83,52.8102416992188,14515.5
corallina,106,86,55,15795.5
corallina,108,75,52,14496
corallina,114,81,NA,14720.75
corallina,121,86,53,14942.9169921875
corallina,120,75,51.9126510620117,14573.25
cowanii,103,55,40.1265068054199,13866.8330078125
cowanii,105,62,45,17132.333984375
cowanii,126,73,47,14364.1669921875
cowanii,88,42,41.147590637207,14995.75
cowanii,86,34,42.2560234069824,14859.6669921875
cowanii,85,40,42.7018089294434,14665.25
cowanii,85,46,45,14463.6669921875
cowanii,84,46,NA,14584.6669921875
cowanii,89,51,45.9608421325684,15927.25
cowanii,85,44,44,16890.416015625
cowanii,90,56,41.147590637207,15741
cowanii,143,78,47.8885536193848,14859.25
cowanii,87,37,41,14859.8330078125
cowanii,94,51,50.1114463806152,16320.3330078125
cowanii,100,41,40.171688079834,14985.9169921875
cowanii,101,42,47.4608421325684,15116.8330078125
cowanii,88,40,39.4246978759766,14125.0830078125
cowanii,141,72,47.5271072387695,14701.5
cowanii,86,42,44.2801208496094,14697.8330078125
cowanii,87,38,41.4789161682129,14272.6669921875
cowanii,85,41,45,14305.3330078125
cowanii,103,81,NA,15220.25
cowanii,113,62,40.1114463806152,14186.4169921875
cowanii,85,32,42.75,14795
cowanii,86,33,43,14882.0830078125
cowanii,85,46,NA,14792.5
cowanii,84,40,40.6777114868164,14583.1669921875
cowanii,85,35,41.7018089294434,14679
cowanii,86,45,41.3584327697754,14556.3330078125
cowanii,90,44,40.328311920166,13985.1669921875
cowanii,85,33,42.7198791503906,14723.9169921875
cowanii,85,31,42.7319259643555,14767.6669921875
cowanii,90,56,41.147590637207,15470.5
cowanii,83,46,41,14516.5830078125
cowanii,86,31,43,14792.3330078125
cowanii,87,43,41.8042182922363,14987.4169921875
cowanii,131,76,45,14545
cowanii,104,60,41.2018089294434,13961.5
cowanii,87,48,NA,15448.6669921875
cowanii,88,41,39,14076.1669921875
cowanii,89,52,45.0271072387695,15880.0830078125
cowanii,83,47,NA,14566.0830078125
cowanii,143,73,47.7560234069824,14389.9169921875
cowanii,90,53,40,16049.8330078125
cowanii,91,27,40.4638557434082,14582
cowanii,88,38,41,14885.5830078125
cubatanensis,121,87,56.078311920166,16386.75
cubatanensis,124,73,51.7048187255859,14077.4169921875
cubatanensis,113,78,52.4036140441895,16441.416015625
cubatanensis,78,41,50,13774.25
cubatanensis,63,20,53,16925.833984375
cubatanensis,111,76,54.7981910705566,16407.583984375
cubatanensis,113,80,52.147590637207,14284.1669921875
cubatanensis,87,45,51,13395.6669921875
cubatanensis,91,46,52.4789161682129,13040.3330078125
cubatanensis,128,77,53.7771072387695,15268.1669921875
cubatanensis,76,37,51.4277114868164,13042.5830078125
cubatanensis,75,38,50,13209.4169921875
cubatanensis,126,78,52.828311920166,15056
cubatanensis,118,81,51.9006042480469,14930.0830078125
cubatanensis,102,22,51.225902557373,13477.5830078125
cubatanensis,92,24,49.8162651062012,13204.5830078125
cubatanensis,83,45,50,13433.1669921875
cubatanensis,117,82,54.3162651062012,14600.6669921875
cubatanensis,107,90,61.0391578674316,16455.25
cubatanensis,105,85,58.8855438232422,15630
cubatanensis,107,75,55,16544.25
cubatanensis,88,35,51.5271072387695,13102.5830078125
cubatanensis,117,66,59,16626.25
cubatanensis,114,86,52.4789161682129,15179.8330078125
cubatanensis,101,52,59.0753021240234,14887.25
cubatanensis,115,77,54.7801208496094,16457.583984375
cubatanensis,89,34,51.4367485046387,13480.75
cubatanensis,114,46,56.8463859558105,16502.583984375
cubatanensis,75,39,49,12980.5830078125
cubatanensis,91,26,49.7801208496094,13035.6669921875
cubatanensis,74,33,49.9126510620117,13591.6669921875
cubatanensis,113,77,54.7921676635742,16396
cubatanensis,120,86,54.2981910705566,15914.6669921875
cubatanensis,116,84,53.225902557373,14545.4169921875
cubatanensis,90,39,50,13615.1669921875
cubatanensis,106,75,50.0512046813965,14098.9169921875
cubatanensis,96,22,51.1837348937988,13330.5830078125
cubatanensis,98,54,52.6445770263672,14014.9169921875
cubatanensis,103,60,59.2680740356445,15135.6669921875
cubatanensis,123,71,50,14864.3330078125
cubatanensis,100,30,50.4487953186035,13791.5
cubatanensis,118,56,61.1777114868164,16734.166015625
cubatanensis,124,92,56,16005.5830078125
cubatanensis,117,61,58,16410.083984375
cubatanensis,116,55,61.1054229736328,16673.166015625
cubatanensis,73,11,49.852409362793,14116
cubatanensis,116,57,56.8825302124023,16518.166015625
cubatanensis,81,44,49.5933723449707,13442.9169921875
